state id: 1, label: 
state id: 2, label: 101111
state id: 3, label: 100111
state id: 4, label: 100011
state id: 5, label: 100001
state id: 6, label: 110001
state id: 7, label: 100000
state id: 8, label: 100000
state id: 9, label: 100000
state id: 10, label: 100000
state id: 11, label: 100000
state id: 12, label: 100000
state id: 13, label: 100000
state id: 14, label: 100000
state id: 15, label: 100000
state id: 16, label: 100000
state id: 17, label: 100000
state id: 18, label: 100000
state id: 19, label: 100000
state id: 20, label: 100000
state id: 21, label: 100000
state id: 22, label: 100000
state id: 23, label: 100000
state id: 24, label: 100000
state id: 25, label: 100000
state id: 26, label: 100000
state id: 27, label: 100000
state id: 28, label: 100000
state id: 29, label: 100000
state id: 30, label: 100000
state id: 31, label: 110000
state id: 32, label: 100000
state id: 33, label: 100000
state id: 34, label: 100000
state id: 35, label: 100000
state id: 36, label: 100000
state id: 37, label: 100000
state id: 38, label: 100000
state id: 39, label: 100000
state id: 40, label: 100000
state id: 41, label: 110000
state id: 42, label: 100000
state id: 43, label: 100000
state id: 44, label: 100000
state id: 45, label: 110000
state id: 46, label: 100000
state id: 47, label: 100000
state id: 48, label: 100000
state id: 49, label: 100000
state id: 50, label: 110000
state id: 51, label: 110000
state id: 52, label: 100000
state id: 53, label: 100000
state id: 54, label: 100000
state id: 55, label: 100000
state id: 56, label: 100000
state id: 57, label: 100000
state id: 58, label: 100000
state id: 59, label: 100000
state id: 60, label: 110000
state id: 61, label: 100000
state id: 62, label: 100000
state id: 63, label: 100000
state id: 64, label: 100000
state id: 65, label: 100000
state id: 66, label: 100000
state id: 67, label: 100000
state id: 68, label: 100000
state id: 69, label: 100000
state id: 70, label: 100000
state id: 71, label: 100000
state id: 72, label: 100000
state id: 73, label: 100000
state id: 74, label: 100000
state id: 75, label: 100000
state id: 76, label: 100000
state id: 77, label: 100000
state id: 78, label: 100000
state id: 79, label: 100000
state id: 80, label: 110000
state id: 81, label: 100000
state id: 82, label: 100000
state id: 83, label: 100000
state id: 84, label: 100000
state id: 85, label: 110000
state id: 86, label: 100000
state id: 87, label: 100000
state id: 88, label: 100000
state id: 89, label: 100000
state id: 90, label: 110000
state id: 91, label: 100000
state id: 92, label: 100000
state id: 93, label: 100000
state id: 94, label: 100000
state id: 95, label: 100000
state id: 96, label: 100000
